year,rank,country,crime_index,safety_index
2020,50,United States,47.2,52.8
2020,51,Panama,47.19,52.81
2020,52,Sweden,47.07,52.93
2020,53,Egypt,46.92,53.08
2020,54,France,46.79,53.21
2020,55,Myanmar,45.86,54.14
2020,56,Indonesia,45.84,54.16
2020,57,Ireland,45.43,54.57
2020,58,Vietnam,45.35,54.65
2020,59,Chile,45.23,54.77
2020,60,Moldova,44.98,55.02
2020,61,Nicaragua,44.44,55.56
2020,62,Italy,44.26,55.74
2020,63,Pakistan,44.08,55.92
2020,64,Belgium,43.98,56.02
2020,65,United Kingdom,43.71,56.29
2020,66,Palestine,43.59,56.41
2020,67,Lebanon,43.36,56.64
2020,68,India,43.32,56.68
2020,69,Bosnia And Herzegovina,43.03,56.97
2020,70,Philippines,42.16,57.84
2020,71,Tunisia,41.88,58.12
2020,72,Australia,41.36,58.64
2020,73,Montenegro,41.18,58.82
2020,74,Russia,41.12,58.88
2020,75,New Zealand,40.93,59.07
2020,76,Jordan,40.83,59.17
2020,77,Thailand,40.48,59.52
2020,78,Greece,40.32,59.68
2020,79,Sri Lanka,40.22,59.78
2020,80,Canada,39.67,60.33
2020,81,Albania,39.52,60.48
2020,82,Turkey,39.49,60.51
2020,83,Malta,39.04,60.96
2020,84,North Macedonia,38.67,61.33
2020,85,Bulgaria,38.5,61.5
2020,86,Serbia,37.41,62.59
2020,87,Latvia,36.95,63.05
2020,88,Norway,35.43,64.57
2020,89,Hungary,35.08,64.92
2020,90,Germany,34.81,65.19
2020,91,Kuwait,34.75,65.25
2020,92,Nepal,34.56,65.44
2020,93,Luxembourg,33.39,66.61
2020,94,Lithuania,33.06,66.94
2020,95,Kosovo (Disputed Territory),32.91,67.09
2020,96,Spain,31.96,68.04
2020,97,China,31.83,68.17
2020,98,Azerbaijan,31.61,68.39
2020,99,Singapore,30.57,69.43
2020,100,Cyprus,30.01,69.99
2020,101,Portugal,29.63,70.37
2020,102,Israel,29.6,70.4
2020,103,Bahrain,29.29,70.71
2020,104,Slovakia,29.22,70.78
2020,105,Poland,28.5,71.5
2020,106,South Korea,28.02,71.98
2020,107,Brunei,27.68,72.32
2020,108,Romania,27.64,72.36
2020,109,Netherlands,27.62,72.38
2020,110,Cuba,27.45,72.55
2020,111,Saudi Arabia,26.18,73.82
2020,112,Czech Republic,25.52,74.48
2020,113,Denmark,25.1,74.9
2020,114,Belarus,24.99,75.01
2020,115,Croatia,24.71,75.29
2020,116,Austria,23.73,76.27
2020,117,Iceland,23.36,76.64
2020,118,Finland,23.32,76.68
2020,119,Estonia,23.14,76.86
2020,120,Armenia,21.6,78.4
2020,121,Switzerland,21.6,78.4
2020,122,Slovenia,21.07,78.93
2020,123,Oman,20.79,79.21
2020,124,Hong Kong,20.7,79.3
2020,125,Japan,20.66,79.34
2020,126,Georgia,20.21,79.79
2020,127,United Arab Emirates,15.7,84.3
2020,128,Taiwan,15.65,84.35
2020,129,Qatar,11.86,88.14
